mean_pitch,median_pitch,std_pitch,min_pitch,max_pitch,range_pitch,iqr_pitch,skew_pitch,kurtosis_pitch,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mean_cents,std_cents,min_cents,max_cents,range_cents
317.2374534983538,307.7065691266739,109.80976172336823,109.95608040945865,935.9513610839838,825.9952806745251,148.91397399902337,1.6316701280835462,4.533598374562105,0.03357576645136153,0.06800228726600839,0.06870453933189655,0.0,-656.2921869377435,547.5105035710878,-2400.691366125776,1306.7160419548488,3707.407408080625
